recipe_title,servings,ingredients,cooking_methods,source_url
Beef Kefta Patties With Cucumber Salad,4,"1 lb ground sirloin | 1/4 cup fresh flat-leaf parsley (plus 2 tbsp., divided) | 1/4 cup fresh cilantro, chopped | 1 tablespoon fresh ginger, peeled and chopped | 2 teaspoons ground coriander | 1 teaspoon ground cumin | 1/2 teaspoon salt | 1/2 teaspoon ground cinnamon | 2 cups English cucumbers, thinly sliced | 2 tablespoons rice vinegar | 1/2 cup plain fat-free Greek yogurt | 1 tablespoon fresh lemon juice | 1/2 teaspoon fresh ground black pepper | 1 pita bread, quartered (6 inch size)",grill,https://www.food.com/recipe/beef-kefta-patties-with-cucumber-salad-480931
Beef Tagine,8,"3 lbs sirloin, cut into 1 inch cubes | 2 teaspoons kosher salt, more as needed | 1 tablespoon ras el hanout spice mix | 4 cups beef stock, reduced sodium | 1 cup kohlrabi, peeled and cut into 1/2-inch pieces | 1 cup carrot, peeled and cut into 1/2-inch pieces | 2 tablespoons olive oil, more as needed | 3 tablespoons garlic, freshly grated | 1 tablespoon tomato paste | 1 tablespoon ginger, freshly grated | 1/4 teaspoon saffron, crumbled threads | 4 ounces fresh cilantro, chopped | 4 ounces dates, finely chopped (or date paste if available) | 24 dates, Medjool | 1/2 cup golden raisin",,https://www.food.com/recipe/beef-tagine-531343
Beef With Potato Tagine,3,"1 tablespoon ground cumin | 1/2 tablespoon paprika | 1/2 tablespoon ground coriander | 1/2 teaspoon garlic powder | 1/2 teaspoon salt | 1/2 teaspoon fresh black pepper | 1/2 teaspoon cinnamon | 1/2 teaspoon allspice | 1/8 teaspoon cayenne | 1 lb beef stew meat | 1/2 onion, chopped | 1 tablespoon olive oil | 2 1/2 cups water | 1 beef bouillon cube | 2 tablespoons tomato paste | 1 tablespoon fresh parsley, finely chopped | 1 tablespoon fresh cilantro, finely chopped | 1 medium tomatoes, chopped | 2 medium potatoes, peeled & cut into wedges",,https://www.food.com/recipe/beef-with-potato-tagine-361566
Berber Tagine Omelette,6,"olive oil | 1 red onion, finely chopped | 1 teaspoon ground turmeric | 1 teaspoon ground coriander | 1 teaspoon ground paprika | 10 tomatoes, peeled & diced | 7 eggs, beaten | 1/2 cup coriander, chopped | salt & freshly ground black pepper, to taste",simmer,https://www.food.com/recipe/berber-tagine-omelette-367985
Berbere (Ethiopian Hot Pepper Seasoning),1,1 teaspoon ground ginger | 1/4 teaspoon cinnamon | 1/2 teaspoon ground cardamom | 1/4 teaspoon allspice | 1/2 teaspoon ground coriander | 2 tablespoons salt | 1/2 teaspoon ground fenugreek | 1 1/4 cups cayenne pepper | 1/2 teaspoon grated nutmeg | 1/2 cup paprika | 1/4 teaspoon ground cloves | 1 teaspoon fresh ground black pepper,toast,https://www.food.com/recipe/berbere-ethiopian-hot-pepper-seasoning-91929
Berbere Spice Mix,3,1/2 cup chili powder | 1/4 cup paprika | 1/2 teaspoon ground ginger | 1/2 teaspoon ground cardamom | 1/2 teaspoon ground turmeric | 1/2 teaspoon ground coriander | 1/2 teaspoon ground fenugreek | 1/4 teaspoon ground cinnamon | 1/4 teaspoon ground nutmeg | 1/4 teaspoon ground allspice | 1/8 teaspoon ground cloves | 1/8 teaspoon black pepper,,https://www.food.com/recipe/berbere-spice-mix-532427
Berbere Spice Mix (Ethiopian),1,8 teaspoons pure chile powder (ground dried red hot peppers) or 2 tablespoons cayenne pepper | 5 teaspoons sweet paprika | 1 tablespoon salt | 1 teaspoon ground coriander | 1/2 teaspoon ground ginger | 3/8 teaspoon ground cardamom | 3/8 teaspoon ground fenugreek | 1/4 teaspoon ground nutmeg | 1/4 teaspoon ground allspice | 1/8 teaspoon ground cloves,,https://www.food.com/recipe/berbere-spice-mix-ethiopian-454642
Berbere Spiced Chickpeas &amp; Sweet Potato,8,"1 . set 3-4 sweet potato | 2 . set 1/2 tsp coconut oil | 3 . set 1/2 red onions, sliced | 4 . set 1 tbsp ginger, finely grated | 5 . set 1 tbsp rawspicebar's berbere | 6 . set 1 cup cooked chickpeas | 7 . set 1 cups Baby Spinach","bake, boil, fry, simmer",https://www.food.com/recipe/berbere-spiced-chickpeas-sweet-potato-526262
Black Bean and Couscous Salad,8,"1 cup uncooked couscous | 1 1/4 cups chicken broth or 1 1/4 cups vegetable broth | 2 -3 tablespoons extra virgin olive oil | 2 tablespoons fresh lime juice | 1 teaspoon red wine vinegar | 1/2 teaspoon ground cumin | 5 -8 green onions, chopped (white and green parts) | 1 grated carrot | 1 red bell pepper, seeded and chopped | 1 fresh jalapeno pepper, seeded and chopped | 1/4 cup chopped fresh cilantro | 1 cup corn kernel (fresh is best, but use what you have on hand) | 1 (15 -30 ounce) can black beans, drained | salt and pepper, to taste | 1 (1 1/4 ounce) envelope goya salad and veggie seasoning (optional)",boil,https://www.food.com/recipe/black-bean-and-couscous-salad-61930
Black Pepper Basil Chicken With Cauliflower Couscous (Lower Carb,4,"8 ounces ground chicken breast | 6 tablespoons minced fresh sweet basil (to taste) or 3 tablespoons minced fresh holy basil (to taste) | 1 tablespoon black pepper sauce (Lee Kum Kee brand) | 6 ounces chopped leeks, white and light green portions | 4 ounces chopped yellow onions | 12 ounces chopped cabbage | 2 ounces sliced red radishes | 1 ounce chopped scallion (green onions) | 1 teaspoon minced fresh garlic | 1 cup hot water | 1 teaspoon chicken bouillon powder (I use granulated) | 1 teaspoon Braggs liquid aminos (to taste, tamari or soy sauce can be substituted) | 2 tablespoons coconut oil, divided, for sauteing | 1 teaspoon black pepper sauce (Lee Kum Kee brand, additional, to taste) | 1 1/2 teaspoons arrowroot, powdered | 2 tablespoons cold water | 16 ounces fresh cauliflower florets, thick stem parts removed, for serving","microwave, saute, simmer, steam",https://www.food.com/recipe/black-pepper-basil-chicken-with-cauliflower-couscous-lower-carb-519138
Blueberry Couscous Salad,4,"1/2 cup orange juice | 1/3 cup water | 1/2 teaspoon salt, divided | 3/4 cup wholewheat couscous | 1 cup blueberries | 1 cup mango, cut into cubes | 1/3 cup red onion, chopped | 2 tablespoons mint, chopped | 2 tablespoons lemon juice | 2 tablespoons olive oil | 1/8 teaspoon pepper",boil,https://www.food.com/recipe/blueberry-couscous-salad-461337
Bobotie,6,"2 ounces butter | 1 cup onion, thinly sliced | 1 apple, peeled and diced | 2 lbs beef, chopped and cooked | 2 slices bread, soaked in milk | 2 tablespoons curry powder | 1/2 cup raisins | 2 tablespoons slivered almonds | 2 tablespoons lemon juice | 1 egg | 1/2 teaspoon turmeric | 6 bay leaves | 1 egg | 1/2 cup whole milk","bake, saute",https://www.food.com/recipe/bobotie-5468
Bobotie,4,"3 tablespoons butter | 1 large onion, chopped | 2 garlic cloves, chopped | 2 lbs ground lamb | 3 teaspoons curry powder | 1 teaspoon ground coriander | 1/2 teaspoon cumin | 1/2 teaspoon ground ginger | 1/2 cup chopped tomato | 1/2 cup chopped blanched almond | 2 tablespoons apricot jam | 2 cups whipping cream | 3 large eggs | 2 large egg yolks | 1 tablespoon brandy | 1/2 teaspoon salt | 1/2 teaspoon pepper | 1/4 teaspoon nutmeg | buttered rice","bake, saute",https://www.food.com/recipe/bobotie-62202
Bobotie (South Africa),6,"2 onions, finely chopped | 2 lbs lean ground beef | 1 slice bread | 1 cup milk, used 1/2 cup at a time | 1 tablespoon curry powder | 1 1/2 tablespoons sugar | 1/2 cup raisins | 3 tablespoons chutney | 2 teaspoons salt | 1/2 teaspoon pepper | 1/2 teaspoon turmeric | 2 tablespoons vinegar or 2 tablespoons lemon juice | 6 almonds, quartered | 4 bay leaves or 1 lemon, zest of | 1 egg","bake, saute",https://www.food.com/recipe/bobotie-south-africa-309618
Bobotie (South African Curried Meat Casserole),6,"2 -3 tablespoons oil | 2 onions, thinly sliced | 2 lbs ground beef | 2 -3 slices white bread, crust removed and cut into cubes | 1 cup milk | 1/4 cup vinegar or 1/4 cup lemon juice | 1/2 cup raisins | 2 tablespoons sugar | 1 -2 tablespoon curry powder, to your taste | 1 teaspoon turmeric | salt and pepper, to season | 5 fresh bay leaves (if using dry, remove before adding egg topping) | 2 eggs, beaten","bake, toast",https://www.food.com/recipe/bobotie-south-african-curried-meat-casserole-456518
Bobotie (South African Curry Meat Loaf),4,"1 cup unsweetened black tea, hot | 1/2 cup raisins | 1/2 cup dried apricot, chopped | 2 tablespoons canola oil | 2 garlic cloves, finely chopped | 1 yellow onion, peeled & finely chopped | 2 teaspoons ground turmeric | 2 teaspoons ground coriander | 1 teaspoon cayenne pepper | 1/2 teaspoon ground cumin | 1/2 teaspoon ground fenugreek | 1/2 teaspoon ground black pepper | 1/2 teaspoon ground fennel | 1 teaspoon sea salt | 2 tablespoons apple cider vinegar | 1 lb lean ground beef | 1/4 cup sliced almonds",bake,https://www.food.com/recipe/bobotie-south-african-curry-meat-loaf-513973
Bread Poha,4,"4 cups bread, crusts removed and diced | 1 cup peas, cooked (optional) | 1/2 cup peanuts, roasted and peeled | 2 tablespoons oil | 1/8 teaspoon asafoetida powder | 1 1/2 teaspoons mustard seeds | 10 -15 curry leaves | 2 -3 whole red chilies | 1/2 teaspoon turmeric | 2 teaspoons salt (or to taste) | 1 teaspoon green chili, finely chopped | 1/2 cup water | 1 teaspoon sugar (to taste) (optional) | 1 tablespoon lemon juice | 1 tablespoon chopped coriander leaves | 1 tablespoon fresh coconut, grated (optional) | lemon wedge (to garnish)",saute,https://www.food.com/recipe/bread-poha-86183
Bunny Chow,15,"2 cups vegetable oil | 3 onions, chopped | 1 tablespoon cumin seed | 1 teaspoon minced garlic | 1 teaspoon grated ginger | 5 cardamom pods, cracked | 5 whole cloves | 4 cinnamon sticks | 3 star anise | 3 tablespoons curry powder | chili powder (optional) | 5 lbs chicken breasts, boneless, skinless, chopped into small pieces | 1 cup chopped fresh cilantro | 2 tablespoons salt | 5 tomatoes, chopped and pureed | 3 potatoes, chopped | 1 stem fresh curry leaf, leaves picked | 8 -10 loaves unsliced firm white bread, halved, for serving | carrot, salad for serving",simmer,https://www.food.com/recipe/bunny-chow-532742
Bunny Chow - Vegan,4,"2 tablespoons vegetable oil | 1 cinnamon stick | 4 green cardamom pods, lightly crushed | 1 medium onion, sliced thinly into rings | 3 curry leaves | 4 teaspoons durban masala (if unavailable, use red curry powder) | 1 teaspoon ground turmeric | 1 1/2 teaspoons grated ginger | 1 1/2 teaspoons crushed garlic | 2 large tomatoes, chopped or 2 large a 14-oz can chopped tomatoes | 400 g chickpeas | 4 potatoes, peeled and cubed | 2 teaspoons garam masala | salt, to taste | 1 crusty square loaves bread (small farmhouse loaves are best) | fresh coriander leaves (to garnish)","fry, simmer",https://www.food.com/recipe/bunny-chow-vegan-456544
Caakiri (Couscous Pudding),4,2 cups couscous | 1 cup evaporated milk | 2 cups yogurt (plain or vanilla) | 1 cup sour cream | 1/2 cup sugar | 1/2 teaspoon vanilla extract | 1 dash nutmeg (optional) | crushed pineapple or mint (to garnish),,https://www.food.com/recipe/caakiri-couscous-pudding-457272
Camar&otilde;es Piri-Piri (Angola),4,"2 lbs shrimp, peeled and deveined | 1/2 cup peri-peri, sauce | 6 garlic cloves, minced",broil,https://www.food.com/recipe/camar-es-piri-piri-angola-466888
Caramelised Onion and Couscous Seasoning,5,"2 cups couscous | 2 cups boiling chicken stock | 2 tablespoons olive oil | 2 large brown onions, thinly sliced | 2 garlic cloves, chopped | 1/3 cup brown sugar | 1/3 cup red wine vinegar | 2 tablespoons thyme, chopped | 2/3 cup sultana (optional)",fry,https://www.food.com/recipe/caramelised-onion-and-couscous-seasoning-388428
Caribbean Peanut Soup,4,"1 cup peanut butter | 1 medium onion, peeled and quartered | 4 cups chicken stock, preferably homemade (or vegetable stock) | 1 cup milk (or cream) | salt | hot red pepper flakes or Tabasco sauce",simmer,https://www.food.com/recipe/caribbean-peanut-soup-368941
Carnival Couscous,4,"1 (5 2/3 ounce) box chicken and herb couscous mix | 1/4 cup margarine | 1 red sweet bell pepper, cut into tiny pieces | 1 yellow squash, seeded, cut into tiny pieces | 1 cup fresh broccoli florets, finely chopped | 1 cup chopped celery | 3/4 teaspoon seasoning salt | 1/2 teaspoon white pepper",saute,https://www.food.com/recipe/carnival-couscous-344615
Carrot and Cilantro Couscous,4,"1 cup whole wheat couscous | 1/2 cup carrot, shredded roughly | 1/4 cup frozen peas | 1 1/2 cups boiling water | 1 tablespoon lemon juice | 1 tablespoon olive oil | 1/4 teaspoon salt | 1/4 cup fresh cilantro, chopped | 1/4 teaspoon ground coriander",boil,https://www.food.com/recipe/carrot-and-cilantro-couscous-416771
Carrot and Raisin Salad---Moroccan Style,3,1 lb baby carrots | 2 tablespoons lemon juice | 1 teaspoon sugar | 1/2 teaspoon paprika | 1/4 teaspoon ground cumin | 1/4 teaspoon cinnamon | 1/4 teaspoon salt | 1/8 teaspoon cayenne pepper | 1 tablespoon olive oil | 1/4 cup minced fresh parsley leaves | 1 cup raisins | 1 leaf lettuce (optional),"blend, boil",https://www.food.com/recipe/carrot-and-raisin-salad-moroccan-style-68917
Carrot Date Walnut Couscous,1,"3 -4 large carrots, julienne | 2 dates, chopped | 3 tablespoons walnuts, chopped | 3/4 cup couscous | 3/4 cup boiling water | 1/4 teaspoon butter | 1/2 teaspoon olive oil | salt and pepper, to taste","boil, steam",https://www.food.com/recipe/carrot-date-walnut-couscous-361993
Casbah CousCous Salad,1,"3 cups cooked couscous | 2 cups tomatoes, diced | 2 cups cucumbers, diced | 1 cup green onion, chopped | 2 cups cooked garbanzo beans | 1/2 teaspoon black pepper | 1 cup kalamata olive, halved | 1/2 cup olive oil | 3/4 cup lemon juice | 4 garlic cloves, mnced | 1 teaspoon salt | chopped of fresh mint, to taste",,https://www.food.com/recipe/casbah-couscous-salad-484617
Cauliflower Couscous,6,"1 1/2 cups israeli couscous | 3 cups cauliflower florets | 1/4 teaspoon cinnamon | 1 teaspoon coriander | 1 shallot, sliced | 2 tablespoons olive oil, divided | 1/3 cup dried cranberries (or chopped dates) | salt and pepper | red wine vinegar, splash | chopped parsley (optional)",boil,https://www.food.com/recipe/cauliflower-couscous-448977
Cauliflower Tagine,6,"2 tablespoons extra virgin olive oil | 1 large sweet onion, halved and cut in strips | 4 garlic cloves, thinly sliced | 1 teaspoon ground cumin | 1 teaspoon ground ginger | 2 slices lemons | 2 bay leaves | 1/2 teaspoon kosher salt | 1/2 teaspoon fresh ground pepper | 14 1/2 ounces low sodium vegetable broth | 2 lbs cauliflower, cored, cut into 2-inch-long florets | 6 carrots, peeled, cut into 2-inch-lengths | 29 ounces fire-roasted whole tomatoes, undrained (2 - 14.5 oz cans) | 15 ounces chickpeas, drained (1 can) | 1/2 cup raisins | 1 cinnamon stick | 2 medium zucchini, cut into 1-inch chunks | 1/4 cup toasted slivered almonds | 1/4 cup cilantro leaf | freshly cooked couscous, accompaniment (or orzo or rice for the folks' at Ponce Plaza!)","boil, simmer",https://www.food.com/recipe/cauliflower-tagine-359602
"Chai, African Tea",8,4 cups water | 2 -4 teaspoons black tea leaves | 1 teaspoon cardamom | 3 -4 cinnamon sticks | 1/4-1/2 cup sugar | 3 cups milk (2% or whole),simmer,https://www.food.com/recipe/chai-african-tea-456836
Chakalaka (South African Vegetable Stir-Fry),4,"3 medium onions, diced | 3 medium carrots, diced | 2 medium green bell peppers, diced | 3 medium tomatoes, diced | curry powder, to your taste | salt, to taste | pepper, to taste | green chili (optional) | 1 vegetable bouillon cube | 1 teaspoon chili powder | 1 -2 tablespoon oil, for frying | 1/4 cup water",fry,https://www.food.com/recipe/chakalaka-south-african-vegetable-stir-fry-309581
Chapatis (Indian or Kenyan Wholewheat Flatbread),8,"1 1/2 cups whole wheat flour, plus extra for kneading and rolling out dough | 1 teaspoon salt | 1 cup water",knead,https://www.food.com/recipe/chapatis-indian-or-kenyan-wholewheat-flatbread-356829
Chermoula,1,"1 bunch fresh cilantro or 1 bunch flat leaf parsley | 3 garlic cloves, peeled and bruised | 1 teaspoon cumin, ground | 1 teaspoon coriander, ground | 1 teaspoon paprika, ground | 1 small red chili pepper, seeded (or 1 teaspoon of chili sauce) | 1/2 teaspoon sea salt | 1 lemon, juice of | 1/4 cup olive oil",,https://www.food.com/recipe/chermoula-348967
Chermoula (Moroccan Pesto),1,"1/2 cup chopped cilantro | 1/2 fresh mint leaves | 1 tablespoon ginger | 1 tablespoon ground cinnamon | 1 tablespoon hot paprika (I sub Harissa usually) | 1 teaspoon fresh ground black pepper | 1 teaspoon sea salt | 1/2 teaspoon cumin | 1/2 teaspoon cayenne pepper | 1/2 teaspoon ground thyme | 1/4 teaspoon saffron thread, crumbled | 3 tablespoons olive oil",blend,https://www.food.com/recipe/chermoula-moroccan-pesto-386308
Chermoula Roasted Tomatoes,4,"1/3 cup cilantro, finely chopped | 1/3 cup parsley, finely chopped | 4 garlic cloves, minced | 1 1/2 teaspoons sweet paprika | 1 teaspoon salt | 1/2 teaspoon cumin | 1/8 teaspoon cayenne pepper | 1/4 cup extra virgin olive oil | 2 large lemons, juice of | 4 large firm tomatoes | 3/4 cup breadcrumbs | olive oil, for greasing dish",bake,https://www.food.com/recipe/chermoula-roasted-tomatoes-382421
Chicken and Couscous,4,"1/3 cup olive oil | 2 garlic cloves, minced | 4 -5 boneless skinless chicken breast halves (1-1.25 lbs.) | 1 medium red bell pepper, diced (about 1 cup) | 1 medium onion, chopped (about 1 cup) | 1 (14 1/2 ounce) can chicken broth | 1/2 cup water | 3 tablespoons chopped fresh parsley | 1/2 teaspoon ground cumin | 1 teaspoon salt | 1/4 teaspoon pepper | 1 (10 ounce) package couscous","boil, saute",https://www.food.com/recipe/chicken-and-couscous-426499
