recipe_id,ingredients_text
131,"1 cinnamon stick 1 head garlic , cut in half 1 onion , chopped 1 tbsp black peppercorns 1 tbsp cumin seeds 1 whole chicken on the bone, skin on, separated into 6â8 pieces 1â2 tsp sea salt 2 carrots , peeled and chopped 2 tbsp coriander seeds 3 cardamom pods, crushed 3 celery sticks, chopped"
132,"1 free-range egg yolk 1 tsp ras el hanout 1/8 tsp ground black pepper 100g/3â½oz blanched almonds 100g/3â½oz shelled unsalted pistachio nuts 150ml/5fl oz chicken stock 2 tbsp caster sugar 2 tbsp runny honey 2 tsp ground cinnamon , plus extra for dusting 20g/â¾oz fresh coriander , finely chopped 3 garlic cloves, crushed 3 lemons , finely grated zest only 3 tbsp olive oil 325g/11â½oz filo pastry sheets 4 large onions , sliced 5 large free-range eggs 50g/1â¾oz unsalted butter 700g/1lb 9oz boneless, skinless chicken thighs or breasts icing sugar , for dusting salt â¼ tsp ground ginger â¼ tsp ground turmeric"
133,"1 lemon , juice only 1 onion , grated 1 scotch bonnet chilli , finely chopped 15g/â½oz ginger , peeled and grated 2 tbsp dijon mustard 2 tbsp red wine vinegar 4 garlic cloves, crushed 8 chicken thighs , skin-on and bone-in salt and freshly ground pepper"
134,"100g/3â½oz onion 10g vegetable bouillon powder 120g/4â1/2oz black eyed beans, soaked overnight or for at least 5 hours 100g/3â1/2oz onion 80g/3oz egusi seeds, toasted 6g/â1/4oz white pepper 50ml/1â3/4oz vegetable oil, plus extra for greasing 10g vegetable bouillon powder 200g/7oz free-range egg whites 100g/3â1/2oz neutral oil 150g/5â1/2oz onion, finely chopped 1 tbsp chishuru iru mix or fermented fish paste 3 peppers (red, yellow, green), sliced 350g/12oz fresh tomatoes, chopped 20g/â3/4oz scotch bonnet chillies, diced 1kg/2lb 4oz greens (any green cabbage), washed and chopped 80ml/2â1/2fl oz chicken stock sea salt 100g/3â1/2oz cornflour 50g/1â3/4oz rice flour â1/2 tsp baking powder 250g/9oz cold soda water 4 cod cheeks (see tips) 2 tbsp plain flour, for dusting â1/2 tsp sea salt 120g/4â½oz black eyed beans , soaked overnight or for at least 5 hours 200g/7oz free-range egg whites 50ml/1â¾oz vegetable oil , plus extra for greasing 6g/â¼oz white pepper 80g/3oz egusi seeds , toasted"
135,"1 tbsp roughly chopped stem ginger 1 tsp coriander seeds 1 tsp fennel seeds 2 star anise 250g/9oz pork chops , trimmed 80g/3oz salt"
136,1 tbsp ground black pepper 1 tbsp salt 15g/â½oz ground nutmeg 20g/â¾oz dried thyme 20g/â¾oz ground cinnamon 20g/â¾oz ground coriander 30g/1oz garlic granules 30g/1oz ground ginger 45g/1â½oz chilli flakes
137,"1 brown onion , roughly chopped 1 tbsp all-purpose seasoning 1â2 scotch bonnet chillies , roughly chopped or left whole 2 bay leaves 3 tbsp vegetable oil 4 garlic cloves, crushed 4 tbsp tomato purã©e 4 vegetable stock cube (such as maggi stock cubes), crushed 500g/1lb 2oz basmati rice , rinsed 600g/1lb 5oz plum tomatoes , roughly chopped 850ml/1â½ pint lamb stock salt, white pepper and ground black pepper"
138,"1 shoulder of lamb (approximately 1kg/2lb 4oz), diced 1 shoulder of lamb (approximately 1kg/2lb 4oz), diced 1 tsp ground coriander 1 tsp ground cumin 1 tsp garam masala 2 tsp ground turmeric 1 tbsp tamarind paste 2 tsp dried chillies 1 tsp fennel seeds 3 garlic cloves 1 cinnamon stick 3 garlic cloves, finely grated 1 red chilli, finely chopped 1cm/â1/2in piece fresh root ginger, finely grated 2 tbsp sunflower oil 2 onions, thinly sliced 2 tsp dried chilli flakes 1 tsp fennel seeds 3 garlic cloves 1cm/â1/2in piece fresh root ginger, finely grated 2 tbsp tomato purã©e 400g tin chopped tomatoes large handful dried apricots, roughly chopped 2 tbsp apricot chutney 100g/3â1/2oz desiccated coconut bunch fresh coriander, roughly chopped, to serve 50g/1â3/4oz fresh coconut, grated, to serve 500g/1lb 2oz dried couscous 1 small cucumber, diced 1 pomegranate, seeds only bunch fresh basil, roughly chopped bunch flatleaf parsley, roughly chopped bunch fresh coriander, roughly chopped handful dried apricots, roughly chopped 4 spring onions, roughly chopped"
139,"1 tbsp white wine or spirit vinegar 150g/5â½oz plain flour 175g/6oz light brown sugar 1â½ tsp bicarbonate of soda 2 free-range eggs 2 tbsp apricot jam 200ml/7fl oz milk (preferably full-fat) 50g/1â¾oz melted butter , plus extra for greasing 55g/2oz caster sugar"
140,"1 brown onion , roughly chopped 1 red pepper , deseeded and chopped 1 red pepper, deseeded and chopped 1 brown onion, roughly chopped 4 garlic cloves, finely chopped or grated 4cm/1â1/2in piece fresh root ginger, peeled and finely grated generous pinch red chilli flakes, plus extra if desired 2 tbsp vegetable oil 1 brown onion, finely chopped 2 garlic cloves, finely chopped â1/4 tsp chilli powder â1/2 tsp smoked paprika â1/2 bay leaf 1 tsp caster sugar â1/4 tsp allspice 1 heaped tbsp tomato purã©e 400g tin chopped tomatoes salt and freshly ground black pepper small handful chopped fresh basil, to garnish 1 cauliflower, cut into florets 2 tbsp olive oil 4 smoked bacon rashers (back or streaky), chopped (optional) 2 garlic cloves, finely chopped 1 brown onion, finely chopped 2.5cm/1in piece fresh root ginger, finely grated 1 yellow pepper, deseeded and finely chopped â1/2 vegetable stock cube salt and freshly ground black pepper 4 garlic cloves, finely chopped or grated 4cm/1â½in piece fresh root ginger , peeled and finely grated generous pinch red chilli flakes, plus extra if desired"
141,1 heaped tsp ancho or habanero chilli flakes (optional) 1 tbsp hot paprika 1 tbsp smoked sweet paprika 1 tsp caster sugar 1 tsp dried oregano 2 tsp flaky sea salt 2 tsp garlic granules 2 tsp ground coriander 2 tsp onion salt
142,"1 pinch chilli flakes 1 tsp smoked paprika 100ml/3â½fl oz tomato ketchup 2 garlic cloves, finely chopped 2 tbsp wholegrain mustard 2 tbsp worcestershire sauce 200ml/7fl oz chicken stock 250g/9oz apricot chutney 3 red onions , chopped 50ml/2fl oz vegetable oil 75ml/2.5fl oz brandy salt and freshly ground black pepper thumb-sized piece fresh root ginger , grated"
143,"1 tsp ground cardamom 100g/3â½oz full-fat plain yoghurt 115ml/3â¾fl oz full-fat milk , warmed 150g/5â½oz self-raising flour 750ml/1â½ pints sunflower oil , for deep-frying desiccated coconut , to serve (optional) pinch salt"
144,1 tbsp cayenne pepper 1 tbsp ground cinnamon 1 tbsp ground nutmeg 2 tbsp ground ginger
145,"1 free-range egg , plus 1 free-range egg yolk, beaten 1 tsp ground allspice 100g/3â½oz lamb shoulder , coarsely minced 2 sheets ready-rolled puff pastry (approx. 320g/11â½oz each) 2 tbsp coriander seeds , crushed 2 tbsp malt vinegar 200g/7oz pork shoulder or belly, coarsely minced 50g/1â¾oz chilli chutney , or plain chutney 700g/1lb 9oz beef silverside or brisket, coarsely minced large pinch ground nutmeg salt and freshly ground black pepper"
146,"11g onion salt 1g ground black pepper 1g ground uda pods (also known as selim pepper ) 2g cayenne pepper 4g garlic powder 4g smoked paprika 4g smoked paprika 2g cayenne pepper 6g ginger powder 4g garlic powder 1g ground black pepper 11g onion salt 7g ground turmeric 6g extra hot chilli powder 1g ground uda pods (also known as selim pepper) 1 large egg yolk 4 tsp suya spice (see above) 2 tsp fresh lemon juice 125ml/4fl oz rapeseed oil 1-2 tsp just-boiled water 75g/2â1/2oz peeled and deseeded watermelon, cut into 1cm/â1/2in cubes 75g/2â1/2oz cucumber, cut into 1cm/â1/2in cubes 75g/2â1/2oz feta cheese, cut into 1cm/â1/2in cubes 1 tbsp finely chopped fresh curly leaf parsley large pinch nigella seeds, toasted 200g/7oz purple sweet potato (see tip) 200g/7oz sweet potato vegetable oil, for deep frying 1 medium red onion, cut into rings 2 tbsp olive oil, for frying 1 tsp golden caster sugar 2 x 125g/4â1/2oz beef fillet steaks â1/2 tsp coarsely ground black pepper 2 white ciabatta rolls, cut in half 2 tbsp âsuyannaiseâ (see above) 1 beef tomato, sliced into rounds 1 little gem lettuce, shredded 2 tsp suya spice, plus extra to taste 50g/1â3/4oz smoked cheddar, grated 6g extra hot chilli powder 6g ginger powder 7g ground turmeric"
147,"1 tbsp lemon juice 1 tsp cumin seeds, roughly crushed with a pestle and mortar 150g/5â½oz mature cheddar , roughly grated 1kg/2lb 4oz sweet potatoes , skin on and scrubbed clean 2 tbsp fresh coriander leaves, with some stem attached 3 garlic cloves, crushed 3 tbsp olive oil 8 medium free-range eggs salt and freshly ground black pepper"
148,"1 bunch fresh coriander , chopped 1 green chilli , chopped 1 plum tomato , seeds removed and cut into strips 1 red onion , thinly sliced 2 chapatis 2 tbsp mango chutney or other chutney 2 tbsp mayonnaise 2 tbsp vegetable oil 4 free-range eggs , beaten salt and freshly ground black pepper â¼ white cabbage , finely shredded"
149,"1 large onion , roughly chopped 1 scotch bonnet chilli , de-seeded, finely chopped 1 tbsp fresh or dried thyme leaves 2 tbsp crayfish powder (available from online specialists) 6 guinea peppers (also known as grains of paradise), crushed 8 bone-in chicken thighs or drumsticks"
150,1 cup all-purpose flour pancake batter 1 tablespoon oil 1½ cup warm water nonstick skillet over medium 1½ cup whole wheat flour hands 2 tablespoon canola oil the oil 2 teaspoon kosher salt
151,3 tablespoon canola oil bouillon cube and sprinkle it over the onion
152,2 cup water 2 tablespoon berbere spice
153,1 tablespoon berbere spice texture of mashed potatoes. season the 1 teaspoon kosher salt 2 tablespoon canola oil 2 tablespoon freshly squeezed
154,1 cup water 1 teaspoon kosher salt 2 tablespoon minced ginger 3 tablespoon berbere spice 5 tablespoon unsalted butter occasionally
155,3 cup cold water
156,1 cup whole wheat flour 1 teaspoon baking powder of the oil 1½ cup whole milk (alternatively 2 tablespoon granulated sugar 3 cup all-purpose flour 4 tablespoon canola oil
157,1 cup finely ground white the bowl with a clean kitchen 1 teaspoon active dry yeast 1 teaspoon kosher salt the kitchen 1 teaspoon unsalted butter 2 teaspoon baking powder flour 3 tablespoon granulated sugar 4 cup all-purpose flour 5 cup warm water
158,1 pound ground beef 1 teaspoon kosher salt 2 tablespoon tomato paste 3 tablespoon extra-virgin olive oil 3 tablespoon xawaash spice
159,1 teaspoon black peppercorns ginger 2 cup cold water 2 cup cold water once bubbles 2 cup whole milk 3 tablespoon granulated sugar
160,1 cup boiling water 1 tablespoon kosher salt 3 tablespoon freshly squeezed
161,1 pound red potatoes 2 tablespoon unsalted butter with water
162,1 pound kale and/or collards 1 teaspoon ground cumin 2 tablespoon canola oil turmeric 2 tablespoon freshly squeezed
163,1 cup all-purpose flour handheld 1 cup buttermilk (or ½ cup plain them 1 cup semolina flour 1 cup unsweetened coconut flakes a spoon 1 cup water 1 teaspoon baking powder 1 teaspoon ground cardamom 1½ cup granulated sugar
164,2 tablespoon freshly squeezed 3 tablespoon unsalted butter pieces
165,1 cup full-fat unsweetened and the reserved bone 3 tablespoon canola oil the ends and skin. cut the plantains in half lengthwise and
166,1 pound bone-in 1 tablespoon kosher salt 3 tablespoon ghee or unsalted 6 cup water use a handheld sieve
167,1 cup water soften 1 teaspoon curry powder or 1½ pound each) 2 cup full-fat unsweetened other large heavy pot
168,1 cup finely ground white wooden spoon 2 teaspoon kosher salt 5 cup water in the cornmeal and salt
169,1 cup piri piri sauce (page 185) in the refrigerator and let it marinate 1 pound skirt steak or flank steak 4 tablespoon unsalted butter
170,1½ cup all-purpose flour 1½ cup granulated sugar 2 teaspoon pure vanilla extract
171,1 tablespoon canola oil warm the oil in a large dutch oven or other heavy 1 teaspoon kosher salt 2 pound lamb stew meat 2 tablespoon light brown sugar 3 tablespoon tamarind paste with salt and serve hot
172,4 cup grated sharp white bread
173,1 teaspoon kosher salt 2½ cup water cornmeal and salt 3 tablespoon extra-virgin olive oil ‘ ae
174,1 teaspoon minced ginger 3 tablespoon freshly squeezed refrigerator
175,1 teaspoon kosher salt 2 pound boneless 2 tablespoon coconut oil medium-high 2 tablespoon minced ginger
176,1 pound shredded 1 teaspoon kosher salt 2 cup all-purpose flour
177,2 tablespoon granulated sugar 2½2 pound oxtails 3 cup water simmer the oxtails
178,1 cup cassava flour or all-purpose ; : ; : 1 teaspoon active dry yeast batter. cover the bowl with a clean kitchen 1½ cup warm water (at body and the 3 tablespoon granulated sugar
179,1 cup full-fat unsweetened 2 teaspoon ground turmeric 3 tablespoon canola oil
180,1 pound boneless salt cod bowl 1 teaspoon ground turmeric it dry 3 tablespoon canola oil
181,1 cup ghee 1 teaspoon ground cardamom (the fat from the ghee and the egg yolks will start 2 cup granulated sugar
182,14 -16 ounces mackerel drained 1 small onion finely chopped 2 green onions optional cayenne pepper to taste 21/2 cups all-purpose flour 1 teaspoon baking powder 2 tablespoon sugar 1/4 teaspoon salt 4 tablespoon butter or margarine 1 egg 6-8 tablespoon water oil for deep frying nan
183,"2 cups rice use the tuwo rice, arborio, or jasmine rice 2 teaspoons yeast active dry 1/4 cup water for proofing the yeast 1/4 cup cooked rice pre-cooked 2 tablespoons yogurt optional 1 small onion 1/2 inch ginger 1/2 cup water for blending 2-4 tablespoons sugar 1/2 teaspoon salt 2 teaspoons baking powder vegetable oil nan"
184,2 cups all-purpose flour 1/4 cup sugar 4 tablespoons 1 teaspoon baking powder 1/4 teaspoon nutmeg or cinnamon 1 pinch salt 2 cups milk 2 eggs 3 tablespoons melted butter oil for cooking nan
185,1 pound ground beef 1/2 cup bread crumbs 1 teaspoon dried thyme 1/2 teaspoon curry powder 1 small onion finely diced 2 cloves garlic minced 1 egg 1/4 teaspoon red chili flakes or cayenne pepper or add to taste 4 tablespoons beef stock or milk salt to taste black pepper to taste 2 red bell peppers 2 large plum tomatoes 1 scotch bonnets habanero 1 medium onion 2 cloves garlic 1/2 inch ginger 4 tablespoons olive oil or any other cooking oil of your choice 1/2 cup diced onion 3 tablespoons tomato paste 1 bay leaf 1 bouillon cube 1 teaspoon curry powder 1 teaspoon thyme 1/2 to 1 cup beef stock or add as needed salt and pepper to taste 2 tablespoons parsley for garnish nan
186,2 lbs beef 1 onion medium size [diced] 1 bay leaf 1 teaspoon curry powder 1 teaspoon rosemary or thyme 2 teaspoons beef bouillon or chicken bouillon powder or 2 cubes salt to taste 1 cup water or as needed 2 bell peppers large 1-3 scotch bonnet peppers 4 plum tomatoes medium size 1 large onion 3 cloves garlic 1/2 inch ginger 1/4 cup palm oil 1/4 cup olive oil or vegetable oil 2 tablespoon tomato paste 1 to 11/2 cups beef stock i used the liquid from cooking the beef 1 teaspoon curry powder 1 teaspoon dried thyme 1 teaspoon chicken bouillon or beef bouillon salt to taste if needed nan
187,"1.5 pounds turkey wings or chicken quarters cut into smaller sizes 1 onion diced (divided for chicken and rice) 1 scotch bonnet ata rodo 1 teaspoon minced ginger 3 cloves garlic minced 1 teaspoon thyme 1 teaspoon curry powder 2 teaspoon bouillon powder salt to taste 1 bay leaf 2 cups water 3 tablespoon coconut oil or any other cooking oil remaining diced onion 1 habanero minced 1/2 cup tatashe or any other savory, non-spicy pepper 2 tablespoons crayfish 3 cups rice 2 cups coconut milk 2 cups chicken stock from the boiled chicken 1 cup mixed bell peppers diced (green, yellow, and red) 1 lb shrimp cleaned and deveined 1/2 teaspoon paprika 1/2 teaspoon garlic powder 1/2 teaspoon onion powder salt to taste 2 tablespoon coconut oil nan"
188,2 cups yam flour sifted 4 cups water 1/4-1/2 cup extra water or add as needed nan
189,3 cups basmati rice 1/2 cup cooking oil 3 tablespoons tomato paste 3 cups beef stock 2 teaspoon curry powder 2 teaspoon thyme 1 onion medium-sized [sliced] 2 teaspoon smoked paprika 11/2 tablespoons chicken bouillon powder or use 4 cubes salt and black pepper to taste 2 red bell pepper 2 plum tomatoes 1 to 3 scotch bonnet 1 onion 6 cloves garlic 2 inch ginger 1.5 lb beef 1 teaspoon curry 2 teaspoons rosemary or thyme 2 bay leaves 1 habanero minced 2 teaspoons chicken bouillon powder 1 onion small size [diced] salt and black pepper to taste nan
190,2 teaspoons coriander seeds 1 teaspoon fenugreek seeds 1 teaspoon black peppercorns 6 cardamom pods 3 allspice berries 1/2 tablespoon dried garlic flakes 1/4 cup dried onion flakes 5 chiles de árbol stemmed and seeded 4 tablespoons hungarian paprika 1-1/2 teaspoons kosher salt 1 teaspoon ground cinnamon 1 tablespoon ground ginger 4 whole cloves [or ¼ teaspoon of ground] 1 tablespoon cayenne pepper 1/4 teaspoon whole ajwain seeds nech azmud 1/4 teaspoon whole black cumin seeds tikur azmud 2 teaspoons dried ethiopian besobela sacred basil nan
191,"3 cups black eyed peas 1 onion diced 2 bay leaves 6-8 cups water 1/4 to 1/2 cup palm oil or add to taste 1 large onion - sliced 3 garlic cloves - minced 1 1/2 lb ground beef 5 small tomatoes or 3 medium - diced 2 cups bell pepper mixed - red, yellow, green 1/2 teaspoon cayenne pepper to taste 1 teaspoon bouillon powder 1/2 to 1 cup water 2 teaspoon paprika 1 teaspoon thyme 2 habaneroes green and whole salt to taste nan"
192,3 tablespoons oil 1 red onion finely chopped 3 cloves garlic chopped 1/2 inch ginger finely grated 2 teaspoons curry powder 1 red pepper deseeded and chopped 1 green pepper deseeded and chopped 4 carrots medium size [peeled and grated] 14 ounce canned tomatoes or 4 large ripe tomatoes - chopped salt and pepper to taste 1/4-1/2 teaspoon red chili flakes or fresh red or green chili deseeded and chopped. 15 ounce baked beans in tomato sauce nan
193,2 cups all-purpose flour 4 tablespoons oil 6-8 tablespoons water or as needed 1/2 teaspoon salt 1 tablespoon oil 1 small onion finely diced 2 cloves garlic inced 1 pound ground chicken 2 medium potatoes peeled and diced 1/2 cup green peas 1/2 teaspoon freshly grated ginger 1/2 teaspoon paprika 1/2 teaspoon thyme 1/2 teaspoon curry powder salt to taste or add to taste 1/2 teaspoon black pepper or add to taste 1 scotch bonnet minced or any chilies to taste parsley or coriander oil enough for deep frying nan
194,3 cups basmati rice 4 tablespoon coconut oil 1 medium onion [diced] 1 teaspoon ginger minced 1/2 tablespoon garlic minced 11/2 cups coconut milk 11/2 cups chicken broth 1 bay leaf 1 teaspoon curry powder 2 teaspoon bouillon powder 2 scotch bonnet 12 ounces mixed veggies carrots and peas and sweet corn 1/2 teaspoon thyme 1 lb beef liver cooked and diced - optional salt to taste 1 lb shrimps fresh 1/2 tablespoon ground paprika 1/2 teaspoon salt 1/4 teaspoon black pepper 4 tablespoon coconut oil divided 3 stalks green onions sliced nan
